Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
49.2	24.9	2.00	83.1	4.99
49.2	25.0	2.00	83.2	4.99
49.2	25.0	2.00	83.2	5.00
49.2	25.0	2.00	83.2	5.00
49.2	25.0	2.00	83.3	5.00
49.2	25.0	2.00	83.3	5.00
49.2	25.0	2.00	83.3	5.00
49.2	25.0	2.00	83.4	5.01
49.2	25.0	2.00	83.4	5.01
49.2	25.0	2.00	83.4	5.01
49.2	25.0	2.00	83.4	5.01
49.2	25.0	2.00	83.5	5.01
49.2	25.1	2.00	83.5	5.01
49.2	25.1	2.00	83.5	5.02
49.2	25.1	2.00	83.6	5.02
49.2	25.1	2.00	83.6	5.02
49.2	25.1	2.00	83.6	5.02
49.2	25.1	2.00	83.7	5.02
49.2	25.1	2.00	83.7	5.03
49.2	25.1	2.00	83.7	5.03
49.2	25.1	2.00	83.7	5.03
49.2	25.1	2.00	83.8	5.03
49.8	25.1	2.03	83.8	5.03
49.2	25.2	2.00	83.8	5.03
49.2	25.2	2.00	83.9	5.04
50.0	25.2	2.03	83.9	5.04
50.0	25.2	2.03	83.9	5.04
50.0	25.2	2.03	84.0	5.04
50.0	25.2	2.03	84.0	5.04
50.0	25.2	2.03	84.0	5.05
49.2	25.2	2.00	84.0	5.05
50.0	25.2	2.03	84.1	5.05
50.0	25.2	2.03	84.1	5.05
50.0	25.2	2.03	84.1	5.05
50.0	25.2	2.03	84.2	5.05
50.0	25.3	2.03	84.2	5.06
50.0	25.3	2.03	84.2	5.06
50.0	25.3	2.03	84.3	5.06
50.0	25.3	2.03	84.3	5.06
50.0	25.3	2.03	84.3	5.06
50.0	25.3	2.03	84.3	5.06
50.0	25.3	2.03	84.4	5.07
50.0	25.3	2.03	84.4	5.07
50.0	25.3	2.03	84.4	5.07
50.0	25.3	2.03	84.5	5.07
50.0	25.3	2.03	84.5	5.07
50.0	25.4	2.03	84.5	5.08
50.0	25.4	2.03	84.6	5.08
50.0	25.4	2.03	84.6	5.08
50.0	25.4	2.03	84.6	5.08
50.0	25.4	2.03	84.6	5.08
50.0	25.4	2.03	84.7	5.08
50.0	25.4	2.03	84.7	5.09
50.0	25.4	2.03	84.7	5.09
50.0	25.4	2.03	84.8	5.09
50.0	25.4	2.03	84.8	5.09
50.0	25.4	2.03	84.8	5.09
50.0	25.5	2.03	84.8	5.10
50.0	25.5	2.03	84.9	5.10
50.0	25.5	2.03	84.9	5.10
50.0	25.5	2.03	84.9	5.10
50.0	25.5	2.03	85.0	5.10
50.0	25.5	2.03	85.0	5.10
50.0	25.5	2.03	85.0	5.11
50.0	25.5	2.03	85.1	5.11
50.5	25.5	2.06	85.1	5.11
50.4	25.5	2.05	85.1	5.11
50.0	25.5	2.03	85.2	5.11
50.0	25.6	2.03	85.2	5.11
50.0	25.6	2.03	85.2	5.12
50.0	25.6	2.03	85.2	5.12
50.0	25.6	2.03	85.3	5.12
50.0	25.6	2.03	85.3	5.12
50.0	25.6	2.03	85.3	5.12
50.8	25.6	2.07	85.4	5.13
50.8	25.6	2.07	85.4	5.13
50.8	25.6	2.07	85.4	5.13
50.8	25.6	2.07	85.4	5.13
50.0	25.6	2.03	85.5	5.13
50.7	25.7	2.06	85.5	5.13
50.8	25.7	2.07	85.5	5.14
50.8	25.7	2.07	85.6	5.14
50.8	25.7	2.07	85.6	5.14
50.8	25.7	2.07	85.6	5.14
50.8	25.7	2.07	85.7	5.14
50.8	25.7	2.07	85.7	5.15
50.8	25.7	2.07	85.7	5.15
50.8	25.7	2.07	85.7	5.15
50.8	25.7	2.07	85.8	5.15
50.8	25.7	2.07	85.8	5.15
50.8	25.8	2.07	85.8	5.15
50.8	25.8	2.07	85.9	5.16
50.8	25.8	2.07	85.9	5.16
50.8	25.8	2.07	85.9	5.16
50.8	25.8	2.07	86.0	5.16
50.8	25.8	2.07	86.0	5.16
50.8	25.8	2.07	86.0	5.17
50.8	25.8	2.07	86.0	5.17
50.8	25.8	2.07	86.1	5.17
50.8	25.8	2.07	86.1	5.17
51.6	25.8	2.10	86.1	5.17
50.8	25.8	2.07	86.2	5.17
50.8	25.9	2.07	86.2	5.18
50.8	25.9	2.07	86.2	5.18
50.8	25.9	2.07	86.3	5.18
50.8	25.9	2.07	86.3	5.18
50.8	25.9	2.07	86.3	5.18
50.8	25.9	2.07	86.3	5.18
50.8	25.9	2.07	86.4	5.19
50.8	25.9	2.07	86.4	5.19
50.8	25.9	2.07	86.4	5.19
51.7	25.9	2.10	86.5	5.19
50.8	25.9	2.07	86.5	5.19
51.2	26.0	2.08	86.5	5.20
51.7	26.0	2.10	86.6	5.20
50.8	26.0	2.07	86.6	5.20
51.7	26.0	2.10	86.6	5.20
51.7	26.0	2.10	86.6	5.20
50.9	26.0	2.07	86.7	5.20
51.7	26.0	2.10	86.7	5.21
51.7	26.0	2.10	86.7	5.21
51.7	26.0	2.10	86.8	5.21
51.7	26.0	2.10	86.8	5.21
51.7	26.0	2.10	86.8	5.21
51.7	26.1	2.10	86.9	5.22
51.7	26.1	2.10	86.9	5.22
51.7	26.1	2.10	86.9	5.22
51.7	26.1	2.10	86.9	5.22
51.7	26.1	2.10	87.0	5.22
51.7	26.1	2.10	87.0	5.22
51.7	26.1	2.10	87.0	5.23
51.7	26.1	2.10	87.1	5.23
51.7	26.1	2.10	87.1	5.23
51.7	26.1	2.10	87.1	5.23
51.7	26.1	2.10	87.2	5.23
51.7	26.2	2.10	87.2	5.24
51.7	26.2	2.10	87.2	5.24
51.7	26.2	2.10	87.2	5.24
51.7	26.2	2.10	87.3	5.24
51.7	26.2	2.10	87.3	5.24
51.7	26.2	2.10	87.3	5.24
51.7	26.2	2.10	87.4	5.25
51.7	26.2	2.10	87.4	5.25
51.7	26.2	2.10	87.4	5.25
51.7	26.2	2.10	87.4	5.25
51.7	26.2	2.10	87.5	5.25
52.5	26.3	2.14	87.5	5.25
51.7	26.3	2.10	87.5	5.26
51.7	26.3	2.10	87.6	5.26
51.7	26.3	2.10	87.6	5.26
52.5	26.3	2.14	87.6	5.26
51.7	26.3	2.10	87.7	5.26
52.5	26.3	2.14	87.7	5.27
52.5	26.3	2.14	87.7	5.27
52.4	26.3	2.13	87.7	5.27
52.5	26.3	2.14	87.8	5.27
52.5	26.3	2.14	87.8	5.27
51.9	26.4	2.11	87.8	5.27
51.7	26.4	2.10	87.9	5.28
52.5	26.4	2.14	87.9	5.28
52.5	26.4	2.14	87.9	5.28
52.5	26.4	2.14	88.0	5.28
52.5	26.4	2.14	88.0	5.28
52.5	26.4	2.14	88.0	5.29
52.5	26.4	2.14	88.0	5.29
52.5	26.4	2.14	88.1	5.29
52.5	26.4	2.14	88.1	5.29
52.5	26.4	2.14	88.1	5.29
52.5	26.4	2.14	88.2	5.29
52.1	26.5	2.12	88.2	5.30
52.5	26.5	2.14	88.2	5.30
52.5	26.5	2.14	88.3	5.30
52.5	26.5	2.14	88.3	5.30
52.5	26.5	2.14	88.3	5.30
52.5	26.5	2.14	88.3	5.30
52.5	26.5	2.14	88.4	5.31
52.5	26.5	2.14	88.4	5.31
52.5	26.5	2.14	88.4	5.31
52.5	26.5	2.14	88.5	5.31
52.5	26.5	2.14	88.5	5.31
52.5	26.6	2.14	88.5	5.32
52.5	26.6	2.14	88.6	5.32
52.5	26.6	2.14	88.6	5.32
52.5	26.6	2.14	88.6	5.32
52.5	26.6	2.14	88.6	5.32
52.5	26.6	2.14	88.7	5.32
52.5	26.6	2.14	88.7	5.33
52.5	26.6	2.14	88.7	5.33
52.5	26.6	2.14	88.8	5.33
52.5	26.6	2.14	88.8	5.33
52.5	26.6	2.14	88.8	5.33
52.5	26.7	2.14	88.9	5.34
52.5	26.7	2.14	88.9	5.34
52.5	26.7	2.14	88.9	5.34
52.5	26.7	2.14	88.9	5.34
52.5	26.7	2.14	89.0	5.34
52.5	26.7	2.14	89.0	5.34
52.5	26.7	2.14	89.0	5.35
52.5	26.7	2.14	89.1	5.35
52.5	26.7	2.14	89.1	5.35
52.5	26.7	2.14	89.1	5.35
52.5	26.7	2.14	89.2	5.35
52.5	26.8	2.14	89.2	5.36
53.2	26.8	2.16	89.2	5.36
53.1	26.8	2.16	89.2	5.36
53.3	26.8	2.17	89.3	5.36
53.3	26.8	2.17	89.3	5.36
53.3	26.8	2.17	89.3	5.36
52.5	26.8	2.14	89.4	5.37
52.5	26.8	2.14	89.4	5.37
52.5	26.8	2.14	89.4	5.37
52.5	26.8	2.14	89.4	5.37
53.2	26.8	2.17	89.5	5.37
53.3	26.9	2.17	89.5	5.37
53.3	26.9	2.17	89.5	5.38
53.3	26.9	2.17	89.6	5.38
53.3	26.9	2.17	89.6	5.38
53.3	26.9	2.17	89.6	5.38
53.3	26.9	2.17	89.7	5.38
53.3	26.9	2.17	89.7	5.39
53.3	26.9	2.17	89.7	5.39
53.3	26.9	2.17	89.7	5.39
53.3	26.9	2.17	89.8	5.39
53.3	26.9	2.17	89.8	5.39
53.3	27.0	2.17	89.8	5.39
53.3	27.0	2.17	89.9	5.40
53.3	27.0	2.17	89.9	5.40
53.3	27.0	2.17	89.9	5.40
53.3	27.0	2.17	90.0	5.40
53.3	27.0	2.17	90.0	5.40
53.3	27.0	2.17	90.0	5.41
53.3	27.0	2.17	90.0	5.41
53.3	27.0	2.17	90.1	5.41
53.3	27.0	2.17	90.1	5.41
53.3	27.0	2.17	90.1	5.41
53.3	27.0	2.17	90.2	5.41
53.3	27.1	2.17	90.2	5.42
53.3	27.1	2.17	90.2	5.42
53.3	27.1	2.17	90.3	5.42
53.3	27.1	2.17	90.3	5.42
53.3	27.1	2.17	90.3	5.42
53.3	27.1	2.17	90.3	5.43
53.3	27.1	2.17	90.4	5.43
53.3	27.1	2.17	90.4	5.43
53.3	27.1	2.17	90.4	5.43
53.3	27.1	2.17	90.5	5.43
53.3	27.1	2.17	90.5	5.43
53.3	27.2	2.17	90.5	5.44
53.3	27.2	2.17	90.6	5.44
53.3	27.2	2.17	90.6	5.44
53.3	27.2	2.17	90.6	5.44
53.3	27.2	2.17	90.6	5.44
54.2	27.2	2.20	90.7	5.44
53.7	27.2	2.19	90.7	5.45
53.3	27.2	2.17	90.7	5.45
53.6	27.2	2.18	90.8	5.45
54.2	27.2	2.20	90.8	5.45
54.2	27.2	2.20	90.8	5.45
53.3	27.3	2.17	90.9	5.46
54.2	27.3	2.20	90.9	5.46
53.3	27.3	2.17	90.9	5.46
54.2	27.3	2.20	90.9	5.46
54.2	27.3	2.20	91.0	5.46
54.2	27.3	2.20	91.0	5.46
54.2	27.3	2.20	91.0	5.47
54.2	27.3	2.20	91.1	5.47
54.2	27.3	2.20	91.1	5.47
54.2	27.3	2.20	91.1	5.47
54.2	27.3	2.20	91.2	5.47
54.2	27.4	2.20	91.2	5.48
54.2	27.4	2.20	91.2	5.48
54.2	27.4	2.20	91.2	5.48
54.2	27.4	2.20	91.3	5.48
54.2	27.4	2.20	91.3	5.48
54.2	27.4	2.20	91.3	5.48
54.2	27.4	2.20	91.4	5.49
54.2	27.4	2.20	91.4	5.49
54.2	27.4	2.20	91.4	5.49
54.2	27.4	2.20	91.5	5.49
54.2	27.4	2.20	91.5	5.49
54.2	27.5	2.20	91.5	5.49
54.2	27.5	2.20	91.5	5.50
54.2	27.5	2.20	91.6	5.50
54.2	27.5	2.20	91.6	5.50
54.2	27.5	2.20	91.6	5.50
54.2	27.5	2.20	91.7	5.50
54.2	27.5	2.20	91.7	5.51
54.2	27.5	2.20	91.7	5.51
54.2	27.5	2.20	91.7	5.51
54.2	27.5	2.20	91.8	5.51
54.2	27.5	2.20	91.8	5.51
54.2	27.6	2.20	91.8	5.51
54.2	27.6	2.20	91.9	5.52
54.2	27.6	2.20	91.9	5.52
54.2	27.6	2.20	91.9	5.52
54.2	27.6	2.20	92.0	5.52
54.2	27.6	2.20	92.0	5.52
54.2	27.6	2.20	92.0	5.53
54.2	27.6	2.20	92.0	5.53
54.2	27.6	2.20	92.1	5.53
55.0	27.6	2.24	92.1	5.53
54.2	27.6	2.20	92.1	5.53
54.9	27.7	2.23	92.2	5.53
54.9	27.7	2.23	92.2	5.54
54.2	27.7	2.20	92.2	5.54
54.2	27.7	2.20	92.3	5.54
54.2	27.7	2.20	92.3	5.54
54.2	27.7	2.20	92.3	5.54
54.2	27.7	2.20	92.3	5.55
55.0	27.7	2.24	92.4	5.55
55.0	27.7	2.24	92.4	5.55
55.0	27.7	2.24	92.4	5.55
55.0	27.7	2.24	92.5	5.55
55.0	27.7	2.24	92.5	5.55
55.0	27.8	2.24	92.5	5.56
55.0	27.8	2.24	92.6	5.56
55.0	27.8	2.24	92.6	5.56
55.0	27.8	2.24	92.6	5.56
55.0	27.8	2.24	92.6	5.56
55.0	27.8	2.24	92.7	5.56
55.0	27.8	2.24	92.7	5.57
55.0	27.8	2.24	92.7	5.57
55.0	27.8	2.24	92.8	5.57
55.0	27.8	2.24	92.8	5.57
55.0	27.8	2.24	92.8	5.57
55.0	27.9	2.24	92.9	5.58
55.0	27.9	2.24	92.9	5.58
55.0	27.9	2.24	92.9	5.58
55.0	27.9	2.24	92.9	5.58
55.0	27.9	2.24	93.0	5.58
55.0	27.9	2.24	93.0	5.58
55.0	27.9	2.24	93.0	5.59
55.0	27.9	2.24	93.1	5.59
55.0	27.9	2.24	93.1	5.59
55.0	27.9	2.24	93.1	5.59
55.0	27.9	2.24	93.2	5.59
55.0	28.0	2.24	93.2	5.60
55.0	28.0	2.24	93.2	5.60
55.0	28.0	2.24	93.2	5.60
55.0	28.0	2.24	93.3	5.60
55.0	28.0	2.24	93.3	5.60
55.0	28.0	2.24	93.3	5.60
55.0	28.0	2.24	93.4	5.61
55.0	28.0	2.24	93.4	5.61
55.0	28.0	2.24	93.4	5.61
55.0	28.0	2.24	93.5	5.61
55.0	28.0	2.24	93.5	5.61
55.3	28.1	2.25	93.5	5.61
55.0	28.1	2.24	93.5	5.62
55.0	28.1	2.24	93.6	5.62
55.0	28.1	2.24	93.6	5.62
55.0	28.1	2.24	93.6	5.62
55.8	28.1	2.27	93.7	5.62
55.0	28.1	2.24	93.7	5.63
55.0	28.1	2.24	93.7	5.63
55.0	28.1	2.24	93.8	5.63
55.8	28.1	2.27	93.8	5.63
55.8	28.1	2.27	93.8	5.63
55.8	28.2	2.27	93.8	5.63
55.8	28.2	2.27	93.9	5.64
55.0	28.2	2.24	93.9	5.64
55.0	28.2	2.24	93.9	5.64
55.7	28.2	2.26	94.0	5.64
55.8	28.2	2.27	94.0	5.64
55.8	28.2	2.27	94.0	5.65
55.4	28.2	2.25	94.0	5.65
55.8	28.2	2.27	94.1	5.65
55.8	28.2	2.27	94.1	5.65
55.8	28.2	2.27	94.1	5.65
55.8	28.3	2.27	94.2	5.65
55.8	28.3	2.27	94.2	5.66
55.8	28.3	2.27	94.2	5.66
55.8	28.3	2.27	94.3	5.66
55.8	28.3	2.27	94.3	5.66
55.8	28.3	2.27	94.3	5.66
55.8	28.3	2.27	94.4	5.67
55.8	28.3	2.27	94.4	5.67
55.8	28.3	2.27	94.4	5.67
55.8	28.3	2.27	94.4	5.67
55.8	28.3	2.27	94.5	5.67
55.8	28.3	2.27	94.5	5.67
55.8	28.4	2.27	94.5	5.68
55.8	28.4	2.27	94.6	5.68
55.8	28.4	2.27	94.6	5.68
55.8	28.4	2.27	94.6	5.68
55.8	28.4	2.27	94.6	5.68
55.8	28.4	2.27	94.7	5.68
55.8	28.4	2.27	94.7	5.69
55.8	28.4	2.27	94.7	5.69
55.8	28.4	2.27	94.8	5.69
55.8	28.4	2.27	94.8	5.69
55.8	28.4	2.27	94.8	5.69
55.8	28.5	2.27	94.9	5.70
55.8	28.5	2.27	94.9	5.70
55.8	28.5	2.27	94.9	5.70
55.8	28.5	2.27	94.9	5.70
55.8	28.5	2.27	95.0	5.70
55.8	28.5	2.27	95.0	5.70
55.8	28.5	2.27	95.0	5.71
55.8	28.5	2.27	95.1	5.71
55.8	28.5	2.27	95.1	5.71
55.8	28.5	2.27	95.1	5.71
55.8	28.5	2.27	95.2	5.71
55.8	28.6	2.27	95.2	5.72
56.4	28.6	2.30	95.2	5.72
56.5	28.6	2.30	95.2	5.72
55.8	28.6	2.27	95.3	5.72
55.8	28.6	2.27	95.3	5.72
55.8	28.6	2.27	95.3	5.72
55.8	28.6	2.27	95.4	5.73
56.7	28.6	2.31	95.4	5.73
55.8	28.6	2.27	95.4	5.73
56.7	28.6	2.31	95.5	5.73
56.7	28.6	2.31	95.5	5.73
56.7	28.7	2.31	95.5	5.74
56.7	28.7	2.31	95.5	5.74
56.7	28.7	2.31	95.6	5.74
56.7	28.7	2.31	95.6	5.74
56.7	28.7	2.31	95.6	5.74
56.7	28.7	2.31	95.7	5.74
56.7	28.7	2.31	95.7	5.75
56.7	28.7	2.31	95.7	5.75
56.7	28.7	2.31	95.8	5.75
56.7	28.7	2.31	95.8	5.75
56.7	28.7	2.31	95.8	5.75
56.7	28.8	2.31	95.8	5.75
56.7	28.8	2.31	95.9	5.76
56.7	28.8	2.31	95.9	5.76
56.7	28.8	2.31	95.9	5.76
56.7	28.8	2.31	96.0	5.76
56.7	28.8	2.31	96.0	5.76
56.7	28.8	2.31	96.0	5.77
56.7	28.8	2.31	96.1	5.77
56.7	28.8	2.31	96.1	5.77
56.7	28.8	2.31	96.1	5.77
56.7	28.8	2.31	96.1	5.77
56.7	28.9	2.31	96.2	5.77
56.7	28.9	2.31	96.2	5.78
56.7	28.9	2.31	96.2	5.78
56.7	28.9	2.31	96.3	5.78
56.7	28.9	2.31	96.3	5.78
56.7	28.9	2.31	96.3	5.78
56.7	28.9	2.31	96.4	5.79
56.7	28.9	2.31	96.4	5.79
56.7	28.9	2.31	96.4	5.79
56.7	28.9	2.31	96.4	5.79
56.7	28.9	2.31	96.5	5.79
56.7	28.9	2.31	96.5	5.79
56.7	29.0	2.31	96.5	5.80
56.7	29.0	2.31	96.6	5.80
56.7	29.0	2.31	96.6	5.80
56.7	29.0	2.31	96.6	5.80
56.7	29.0	2.31	96.6	5.80
56.7	29.0	2.31	96.7	5.80
56.7	29.0	2.31	96.7	5.81
56.7	29.0	2.31	96.7	5.81
57.5	29.0	2.34	96.8	5.81
56.7	29.0	2.31	96.8	5.81
56.7	29.0	2.31	96.8	5.81
56.7	29.1	2.31	96.9	5.82
56.7	29.1	2.31	96.9	5.82
57.5	29.1	2.34	96.9	5.82
56.7	29.1	2.31	96.9	5.82
56.7	29.1	2.31	97.0	5.82
56.7	29.1	2.31	97.0	5.82
56.9	29.1	2.31	97.0	5.83
57.5	29.1	2.34	97.1	5.83
57.5	29.1	2.34	97.1	5.83
57.5	29.1	2.34	97.1	5.83
57.5	29.1	2.34	97.2	5.83
57.5	29.2	2.34	97.2	5.84
57.5	29.2	2.34	97.2	5.84
57.5	29.2	2.34	97.2	5.84
57.5	29.2	2.34	97.3	5.84
57.5	29.2	2.34	97.3	5.84
57.5	29.2	2.34	97.3	5.84
57.5	29.2	2.34	97.4	5.85
57.5	29.2	2.34	97.4	5.85
57.5	29.2	2.34	97.4	5.85
57.5	29.2	2.34	97.5	5.85
57.5	29.2	2.34	97.5	5.85
57.5	29.3	2.34	97.5	5.86
57.5	29.3	2.34	97.5	5.86
57.5	29.3	2.34	97.6	5.86
57.5	29.3	2.34	97.6	5.86
57.5	29.3	2.34	97.6	5.86
57.5	29.3	2.34	97.7	5.86
57.5	29.3	2.34	97.7	5.87
57.5	29.3	2.34	97.7	5.87
57.5	29.3	2.34	97.8	5.87
57.5	29.3	2.34	97.8	5.87
57.5	29.3	2.34	97.8	5.87
57.5	29.4	2.34	97.8	5.87
57.5	29.4	2.34	97.9	5.88
57.5	29.4	2.34	97.9	5.88
57.5	29.4	2.34	97.9	5.88
57.5	29.4	2.34	98.0	5.88
57.5	29.4	2.34	98.0	5.88
57.5	29.4	2.34	98.0	5.89
57.5	29.4	2.34	98.1	5.89
57.5	29.4	2.34	98.1	5.89
57.5	29.4	2.34	98.1	5.89
57.5	29.4	2.34	98.1	5.89
57.5	29.5	2.34	98.2	5.89
57.5	29.5	2.34	98.2	5.90
57.5	29.5	2.34	98.2	5.90
58.3	29.5	2.37	98.3	5.90
57.5	29.5	2.34	98.3	5.90
57.5	29.5	2.34	98.3	5.90
58.3	29.5	2.37	98.4	5.91
58.3	29.5	2.37	98.4	5.91
58.3	29.5	2.37	98.4	5.91
58.3	29.5	2.37	98.4	5.91
58.3	29.5	2.37	98.5	5.91
57.5	29.5	2.34	98.5	5.91
58.3	29.6	2.37	98.5	5.92
58.3	29.6	2.37	98.6	5.92
58.3	29.6	2.37	98.6	5.92
58.3	29.6	2.37	98.6	5.92
57.5	29.6	2.34	98.7	5.92
57.5	29.6	2.34	98.7	5.93
58.3	29.6	2.37	98.7	5.93
58.3	29.6	2.37	98.7	5.93
58.3	29.6	2.37	98.8	5.93
58.3	29.6	2.37	98.8	5.93
58.3	29.6	2.37	98.8	5.93
58.3	29.7	2.37	98.9	5.94
58.3	29.7	2.37	98.9	5.94
58.3	29.7	2.37	98.9	5.94
58.3	29.7	2.37	98.9	5.94
58.3	29.7	2.37	99.0	5.94
58.3	29.7	2.37	99.0	5.94
58.3	29.7	2.37	99.0	5.95
58.3	29.7	2.37	99.1	5.95
58.3	29.7	2.37	99.1	5.95
58.3	29.7	2.37	99.1	5.95
58.3	29.7	2.37	99.2	5.95
58.3	29.8	2.37	99.2	5.96
58.3	29.8	2.37	99.2	5.96
58.3	29.8	2.37	99.2	5.96
58.3	29.8	2.37	99.3	5.96
58.3	29.8	2.37	99.3	5.96
58.3	29.8	2.37	99.3	5.96
58.3	29.8	2.37	99.4	5.97
58.3	29.8	2.37	99.4	5.97
58.3	29.8	2.37	99.4	5.97
58.3	29.8	2.37	99.5	5.97
58.3	29.8	2.37	99.5	5.97
58.3	29.9	2.37	99.5	5.98
58.3	29.9	2.37	99.5	5.98
59.2	29.9	2.41	99.6	5.98
59.2	29.9	2.41	99.6	5.98
59.2	29.9	2.41	99.6	5.98
59.2	29.9	2.41	99.7	5.98
59.2	29.9	2.41	99.7	5.99
58.3	29.9	2.37	99.7	5.99
58.3	29.9	2.37	99.8	5.99
58.3	29.9	2.37	99.8	5.99
58.3	29.9	2.37	99.8	5.99
58.9	30.0	2.40	99.8	5.99
59.2	30.0	2.41	99.9	6.00
59.2	30.0	2.41	99.9	6.00
59.2	30.0	2.41	99.9	6.00
59.2	30.0	2.41	100	6.00
59.2	30.0	2.41	100	6.00
59.2	30.0	2.41	100	6.01
59.2	30.0	2.41	100	6.01
59.2	30.0	2.41	100	6.01
59.2	30.0	2.41	100	6.01
59.2	30.0	2.41	100	6.01
59.2	30.1	2.41	100	6.01
59.2	30.1	2.41	100	6.02
59.2	30.1	2.41	100	6.02
59.2	30.1	2.41	100	6.02
59.2	30.1	2.41	100	6.02
59.2	30.1	2.41	100	6.02
59.2	30.1	2.41	100	6.03
59.2	30.1	2.41	100	6.03
59.2	30.1	2.41	100	6.03
59.2	30.1	2.41	100	6.03
59.2	30.1	2.41	100	6.03
59.2	30.2	2.41	101	6.03
59.2	30.2	2.41	101	6.04
59.2	30.2	2.41	101	6.04
59.2	30.2	2.41	101	6.04
59.2	30.2	2.41	101	6.04
59.2	30.2	2.41	101	6.04
59.7	30.2	2.43	101	6.05
59.2	30.2	2.41	101	6.05
59.2	30.2	2.41	101	6.05
59.2	30.2	2.41	101	6.05
59.2	30.2	2.41	101	6.05
59.9	30.2	2.44	101	6.05
59.2	30.3	2.41	101	6.06
59.9	30.3	2.44	101	6.06
59.2	30.3	2.41	101	6.06
59.2	30.3	2.41	101	6.06
59.2	30.3	2.41	101	6.06
59.2	30.3	2.41	101	6.06
60.0	30.3	2.44	101	6.07
60.0	30.3	2.44	101	6.07
59.2	30.3	2.41	101	6.07
59.2	30.3	2.41	101	6.07
59.2	30.3	2.41	101	6.07
60.0	30.4	2.44	101	6.08
60.0	30.4	2.44	101	6.08
60.0	30.4	2.44	101	6.08
60.0	30.4	2.44	101	6.08
60.0	30.4	2.44	101	6.08
60.0	30.4	2.44	101	6.08
60.0	30.4	2.44	101	6.09
60.0	30.4	2.44	101	6.09
59.2	30.4	2.41	101	6.09
60.0	30.4	2.44	101	6.09
60.0	30.4	2.44	101	6.09
60.0	30.5	2.44	102	6.10
60.0	30.5	2.44	102	6.10
60.0	30.5	2.44	102	6.10
59.2	30.5	2.41	102	6.10
59.2	30.5	2.41	102	6.10
60.0	30.5	2.44	102	6.10
60.0	30.5	2.44	102	6.11
60.0	30.5	2.44	102	6.11
60.0	30.5	2.44	102	6.11
60.0	30.5	2.44	102	6.11
60.0	30.5	2.44	102	6.11
60.0	30.6	2.44	102	6.11
60.0	30.6	2.44	102	6.12
60.0	30.6	2.44	102	6.12
60.0	30.6	2.44	102	6.12
60.0	30.6	2.44	102	6.12
60.0	30.6	2.44	102	6.12
60.0	30.6	2.44	102	6.13
60.0	30.6	2.44	102	6.13
60.0	30.6	2.44	102	6.13
60.0	30.6	2.44	102	6.13
60.0	30.6	2.44	102	6.13
60.0	30.7	2.44	102	6.13
60.0	30.7	2.44	102	6.14
60.0	30.7	2.44	102	6.14
60.0	30.7	2.44	102	6.14
60.0	30.7	2.44	102	6.14
60.0	30.7	2.44	102	6.14
60.0	30.7	2.44	102	6.15
60.0	30.7	2.44	102	6.15
60.0	30.7	2.44	102	6.15
60.0	30.7	2.44	102	6.15
60.0	30.7	2.44	102	6.15
60.0	30.8	2.44	103	6.15
60.0	30.8	2.44	103	6.16
60.0	30.8	2.44	103	6.16
60.0	30.8	2.44	103	6.16
60.0	30.8	2.44	103	6.16
60.0	30.8	2.44	103	6.16
60.0	30.8	2.44	103	6.17
60.0	30.8	2.44	103	6.17
60.6	30.8	2.47	103	6.17
60.8	30.8	2.48	103	6.17
60.0	30.8	2.44	103	6.17
60.8	30.8	2.48	103	6.17
60.8	30.9	2.48	103	6.18
60.8	30.9	2.48	103	6.18
60.0	30.9	2.44	103	6.18
60.8	30.9	2.48	103	6.18
60.8	30.9	2.48	103	6.18
60.8	30.9	2.48	103	6.18
60.8	30.9	2.48	103	6.19
60.8	30.9	2.47	103	6.19
60.8	30.9	2.48	103	6.19
60.8	30.9	2.48	103	6.19
60.8	30.9	2.48	103	6.19
60.8	31.0	2.48	103	6.20
60.8	31.0	2.48	103	6.20
60.8	31.0	2.48	103	6.20
60.8	31.0	2.48	103	6.20
60.8	31.0	2.48	103	6.20
60.8	31.0	2.48	103	6.20
60.8	31.0	2.48	103	6.21
60.8	31.0	2.48	103	6.21
60.8	31.0	2.48	103	6.21
60.8	31.0	2.48	103	6.21
60.8	31.0	2.48	103	6.21
60.8	31.1	2.48	104	6.22
60.8	31.1	2.48	104	6.22
60.8	31.1	2.48	104	6.22
60.8	31.1	2.48	104	6.22
60.8	31.1	2.48	104	6.22
60.8	31.1	2.48	104	6.22
60.8	31.1	2.48	104	6.23
60.8	31.1	2.48	104	6.23
60.8	31.1	2.48	104	6.23
60.8	31.1	2.48	104	6.23
60.8	31.1	2.48	104	6.23
60.8	31.2	2.48	104	6.24
60.8	31.2	2.48	104	6.24
60.8	31.2	2.48	104	6.24
60.8	31.2	2.48	104	6.24
60.8	31.2	2.48	104	6.24
61.5	31.2	2.50	104	6.24
60.8	31.2	2.48	104	6.25
60.8	31.2	2.48	104	6.25
60.8	31.2	2.48	104	6.25
60.8	31.2	2.48	104	6.25
60.8	31.2	2.48	104	6.25
61.7	31.3	2.51	104	6.25
60.8	31.3	2.48	104	6.26
61.6	31.3	2.51	104	6.26
61.7	31.3	2.51	104	6.26
60.8	31.3	2.48	104	6.26
60.8	31.3	2.48	104	6.26
60.8	31.3	2.48	104	6.27
61.7	31.3	2.51	104	6.27
61.7	31.3	2.51	104	6.27
